acft_type;acft_cat;in_block_hour;off_block_hour;total_time;turnaround _type;turnaround_qualifier;tow_type
A321;C;9;11;82;DD;JJ;1
A320;C;9;11;105;II;JJ;1
A320;C;9;10;50;DD;JJ;1
A321;C;10;11;79;DD;JJ;1
B77W;E;10;23;796;II;JJ;3
B738;C;10;13;191;DD;JJ;1
B763;D;10;20;610;II;JJ;3
A320;C;10;10;49;DD;JJ;1
A321;C;10;12;132;DD;JJ;1
E190;C;10;11;42;DD;JJ;1
B738;C;10;11;64;DD;JJ;1
A332;E;10;12;137;II;JJ;1
A318;C;10;12;101;DD;JJ;1
AT72;C;10;11;28;DD;JJ;1
B738;C;10;11;51;DD;JG;1
E190;C;10;11;40;DD;JJ;1
B737;C;10;12;108;DD;JJ;1
E190;C;10;11;30;DD;JJ;1
A320;C;10;12;121;II;JJ;1
B737;C;11;12;65;DD;JJ;1
B737;C;11;12;52;DI;JJ;1
E190;C;11;12;49;DD;JJ;1
A321;C;11;13;135;DD;JJ;1
A320;C;11;12;63;DD;JG;1
B738;C;11;12;68;DI;JJ;1
B772;E;11;22;702;II;JJ;3
E190;C;11;12;63;DD;JJ;1
A321;C;11;17;378;DD;JJ;1
AT72;C;11;12;43;DD;JJ;1
B738;C;11;13;85;DI;JJ;1
A320;C;11;13;87;DD;JJ;1
AT72;C;11;12;33;DD;JJ;1
E190;C;11;13;81;DD;JJ;1
A321;C;11;18;429;DD;JJ;1
A320;C;11;13;107;DD;JJ;1
B738;C;11;12;57;DD;JJ;1
A321;C;11;16;255;DD;JJ;1
A320;C;11;12;44;DD;JJ;1
A319;C;11;12;59;DD;JJ;1
A320;C;12;16;289;DD;JJ;1
A320;C;12;12;47;DD;JJ;1
A320;C;12;13;71;DD;JJ;1
A321;C;12;15;201;DD;JJ;1
B788;E;12;16;263;II;JJ;1
B738;C;12;13;83;DD;JG;1
B738;C;12;13;85;DD;JJ;1
AT72;C;12;13;88;DD;JJ;1
A320;C;12;14;105;DD;JJ;1
A320;C;12;15;188;DD;JJ;1
B738;C;12;13;46;DD;JJ;1
B738;C;12;14;96;DD;JJ;1
A320;C;12;15;164;DD;JJ;1
B737;C;12;13;49;DD;JG;1
E190;C;12;13;48;DD;JJ;1
A320;C;12;16;210;DD;JJ;1
E190;C;13;13;34;DD;JJ;1
B738;C;13;14;79;DD;JJ;1
A320;C;13;14;74;DD;JJ;1
B737;C;13;14;49;DD;JJ;1
B738;C;13;14;51;DD;JJ;1
B738;C;13;14;52;DD;JJ;1
E190;C;13;14;73;DD;JJ;1
A320;C;13;15;125;DD;JJ;1
A320;C;13;17;256;II;JJ;2
A320;C;13;15;113;DD;JJ;1
A320;C;13;14;52;DD;JJ;1
B738;C;13;14;65;DD;JJ;1
E190;C;13;14;65;DD;JJ;1
B737;C;13;16;169;DD;JJ;1
A320;C;13;14;73;DD;JJ;1
A320;C;13;16;174;DD;JJ;1
A320;C;13;15;124;II;JJ;1
B737;C;13;14;47;DD;JJ;1
B722;C;13;14;38;DD;AA;1
AT72;C;13;14;36;DD;JJ;1
B738;C;14;15;117;DD;JG;1
E190;C;14;14;48;DD;JJ;1
E190;C;14;15;53;DD;JJ;1
B737;C;14;16;117;II;JJ;1
A320;C;14;16;157;DD;GJ;1
B738;C;14;15;53;DD;JJ;1
A321;C;14;16;136;DD;JJ;1
A318;C;14;15;56;DD;SJ;1
A320;C;14;16;93;DD;JJ;1
B738;C;14;15;79;ID;JJ;1
A320;C;14;16;133;DD;JJ;1
E190;C;14;15;50;DD;JJ;1
A321;C;14;17;159;DD;JJ;1
A332;E;14;18;195;II;JJ;1
B738;C;14;15;46;DD;JJ;1
A319;C;14;16;61;DD;JJ;1
B738;C;15;15;55;DD;JJ;1
A320;C;15;17;139;II;JJ;1
A318;C;15;16;64;DD;JJ;1
B738;C;15;16;58;DD;JJ;1
F100;C;15;15;35;DD;JJ;1
E190;C;15;16;55;DD;JJ;1
A320;C;15;17;126;DD;GJ;1
AT72;C;15;15;24;DD;JJ;1
A332;E;15;8;994;DD;AF;1
A321;C;15;17;123;DD;JJ;1
B738;C;15;16;37;DD;JG;1
B738;C;15;16;41;DD;JJ;1
B77W;E;15;17;127;II;JJ;1
A320;C;15;17;79;DD;JJ;1
B738;C;15;18;147;DI;JJ;1
A318;C;16;16;45;DD;JJ;1
B77L;E;16;17;106;II;JJ;1
B738;C;16;16;42;DD;JJ;1
B737;C;16;17;56;DD;JJ;1
B738;C;16;16;41;DD;GJ;1
A320;C;16;17;42;DD;JJ;1
A320;C;16;17;66;DD;JJ;1
B738;C;16;20;273;II;JJ;2
B77W;E;16;23;453;II;JJ;3
B76W;D;16;17;48;DD;FF;1
A320;C;16;19;187;DD;JJ;1
A320;C;16;17;46;DD;JJ;1
A320;C;16;17;68;DD;JJ;1
B77W;E;16;18;106;II;JJ;1
B737;C;16;20;209;DD;JS;2
E190;C;16;17;34;DD;JJ;1
B737;C;16;19;144;DD;JJ;1
A320;C;16;17;51;DD;JJ;1
B77W;E;16;22;334;II;JJ;3
A332;E;16;18;94;II;JJ;1
B738;C;17;18;111;DD;JJ;1
B737;C;17;17;33;DD;GJ;1
B77W;E;17;19;127;II;JJ;1
AT72;C;17;17;30;DD;JJ;1
A321;C;17;18;56;DD;JJ;1
E190;C;17;17;41;DD;JJ;1
B772;E;17;19;119;II;JJ;1
B738;C;17;18;54;DD;JJ;1
A320;C;17;19;105;II;JJ;1
B738;C;17;18;84;DD;JJ;1
E190;C;17;18;85;DD;JJ;1
B738;C;17;21;217;II;JJ;1
A346;E;17;22;306;II;JJ;3
B738;C;17;18;52;ID;JJ;1
B738;C;17;20;137;DD;GJ;1
E190;C;17;20;136;DD;JJ;1
B738;C;17;19;71;ID;JJ;1
A332;E;17;19;99;II;JJ;1
E190;C;17;18;38;DD;JJ;1
E190;C;17;19;65;DD;JJ;1
A320;C;18;18;58;DD;JJ;1
A321;C;18;20;121;DD;JJ;1
AT72;C;18;18;43;DD;JJ;1
B737;C;18;20;108;ID;JJ;1
A320;C;18;19;72;II;JJ;1
B738;C;18;19;63;DD;JJ;1
A321;C;18;19;89;DD;JJ;1
E190;C;18;19;59;DD;JJ;1
B738;C;18;19;56;ID;JJ;1
A321;C;18;19;54;DD;JJ;1
A321;C;18;19;76;DD;JJ;1
A321;C;18;21;194;DD;JJ;1
B737;C;18;22;194;DD;JJ;1
B738;C;18;20;85;DD;JJ;1
A320;C;18;21;155;DI;JJ;1
B738;C;18;20;123;DD;JG;1
B737;C;19;21;125;DD;JJ;1
B77W;E;19;23;237;II;JJ;1
AT72;C;19;19;38;DD;JJ;1
AT72;C;19;19;29;DD;JJ;1
A319;C;19;19;42;DD;JJ;1
A320;C;19;20;78;II;JJ;1
B738;C;19;20;68;DD;GJ;1
B738;C;19;21;105;ID;JJ;1
B738;C;19;21;155;DD;JJ;1
B738;C;19;20;45;DD;JJ;1
B737;C;19;20;73;DD;JJ;1
A320;C;19;20;80;DD;JJ;1
A320;C;19;20;45;DD;JJ;1
B738;C;19;21;114;DD;JJ;1
B738;C;19;20;49;DD;JJ;1
A320;C;19;22;149;DD;JJ;1
A320;C;19;21;132;DD;JG;1
A321;C;19;9;829;DD;JJ;1
E190;C;19;20;36;DD;JJ;1
B76W;D;19;22;175;II;JJ;1
A320;C;19;20;51;DD;JJ;1
A321;C;19;23;225;DD;JJ;1
B738;C;19;21;74;DD;JG;1
A332;E;20;0;244;II;JJ;2
E190;C;20;20;49;DD;JJ;1
E190;C;20;20;39;DD;JJ;1
E190;C;20;21;61;DD;JJ;1
B738;C;20;21;108;DD;JJ;1
A320;C;20;22;124;II;JJ;1
A321;C;20;22;105;DD;JJ;1
A320;C;20;23;159;DD;JJ;1
B738;C;20;22;100;DD;JJ;1
B76W;D;20;0;224;II;JJ;2
B77W;E;20;23;175;II;JJ;1
A320;C;20;22;111;DD;JJ;1
B738;C;20;22;92;DI;JJ;1
A321;C;20;21;68;DD;JJ;1
B738;C;20;1;300;II;JJ;1
A320;C;20;8;714;II;JJ;2
E190;C;20;21;38;DD;JJ;1
A320;C;20;22;97;DD;JJ;1
AT72;C;20;21;37;DD;JJ;1
A320;C;20;21;62;DD;JJ;1
A320;C;20;22;105;DD;JJ;1
B738;C;20;22;113;DD;JJ;1
A320;C;20;5;526;DD;JJ;2
A320;C;20;23;144;DD;JJ;1
A320;C;21;22;94;DD;JJ;1
A320;C;21;21;49;DD;JJ;1
E190;C;21;7;623;DD;JJ;3
A320;C;21;23;127;DD;JJ;1
B738;C;21;1;248;DI;JJ;1
B738;C;21;0;222;DD;JJ;1
E190;C;21;23;128;DD;JJ;1
A320;C;21;6;564;DD;JJ;2
AT72;C;21;21;34;DD;JJ;1
A321;C;21;0;165;DD;JJ;1
A321;C;21;10;772;DD;JJ;3
B738;C;21;22;74;DD;JJ;1
B738;C;21;23;123;DD;JJ;1
B76W;D;21;8;620;DI;JJ;2
E190;C;21;6;520;DD;JJ;2
A320;C;21;7;568;II;JJ;1
B738;C;22;22;46;DD;JG;1
A320;C;22;22;41;DD;JJ;1
B738;C;22;23;81;DD;JJ;1
AT72;C;22;22;23;DD;JJ;1
B737;C;22;23;54;DD;JJ;1
A320;C;22;9;657;II;JJ;3
B738;C;22;23;94;DD;JJ;1
A320;C;22;7;538;DD;JJ;2
E190;C;22;6;461;DD;JJ;2
A319;C;22;0;85;DD;JJ;1
E190;C;22;6;466;DD;JJ;3
B737;C;22;7;552;II;JJ;2
B738;C;22;6;487;DD;JJ;1
A320;C;22;6;457;DD;JJ;1
AT72;C;22;8;593;DD;JJ;3
B738;C;22;23;52;DD;JJ;1
A321;C;22;3;246;DD;JJ;2
A321;C;23;6;466;DD;JJ;1
B737;C;23;0;88;DD;JJ;1
A332;E;23;1;131;II;JJ;1
B737;C;23;23;37;DD;JJ;1
E190;C;23;6;456;DD;JJ;2
A320;C;23;8;552;II;GJ;2
A320;C;23;7;510;DD;JJ;3
E190;C;23;5;384;DD;GJ;2
B738;C;23;6;439;DD;JJ;1
A318;C;23;5;334;DD;JJ;1
B737;C;23;5;388;DD;JJ;1
A320;C;23;2;190;DD;JJ;2
B738;C;23;6;419;DD;JJ;1
A320;C;23;6;382;DD;JJ;1
B734;C;23;4;296;DD;AA;1
B734;C;0;1;84;DD;AA;1
B722;C;0;3;194;DD;MM;1
A319;C;0;6;364;DD;YS;1
B733;C;0;2;136;DD;AA;1
B76W;D;0;4;233;DD;MM;1
B734;C;0;4;262;DD;AA;1
B734;C;0;3;198;DD;AA;1
B738;C;0;5;320;ID;JJ;2
A320;C;0;7;429;II;JJ;2
B738;C;0;3;156;II;JJ;1
B734;C;0;3;189;DD;AA;1
B734;C;0;2;118;DD;AA;1
E190;C;0;7;371;DD;JJ;1
A320;C;0;7;377;DD;JJ;2
B722;C;0;4;194;DD;MM;1
B722;C;1;4;166;DD;MM;1
A318;C;1;6;283;DD;JS;2
B77W;E;1;2;93;II;JJ;1
A320;C;1;5;247;II;JJ;1
B77L;E;1;2;80;II;JJ;1
AT72;C;1;4;160;DD;FF;1
A321;C;1;8;394;DD;JJ;1
B722;C;2;4;135;DD;MM;1
A321;C;3;6;214;DD;JJ;1
B738;C;3;5;117;II;JJ;1
B722;C;3;5;79;DD;AA;1
B77W;E;4;7;196;II;JJ;1
B738;C;4;10;354;II;JJ;2
A332;E;4;5;63;II;JJ;1
B738;C;4;6;132;DD;JJ;1
B738;C;4;5;66;DD;JJ;1
A332;E;4;0;1195;II;JJ;3
B748;F;4;18;789;II;JJ;3
B772;E;5;14;595;II;JJ;3
B76W;D;5;10;326;II;JJ;2
B738;C;5;7;111;DD;JJ;1
B744;E;5;16;653;II;JJ;3
B738;C;5;8;184;DD;JJ;1
A321;C;5;9;223;DD;JJ;1
B763;D;5;14;579;II;JJ;3
A343;E;5;0;1118;II;JJ;3
A332;E;5;15;619;II;JJ;3
A332;E;5;14;534;II;JJ;3
B77W;E;5;23;1097;II;JJ;3
B77W;E;5;10;317;II;JJ;2
A346;E;5;16;668;II;JJ;2
B738;C;5;7;137;DD;JJ;1
B738;C;5;7;119;ID;JJ;1
B77W;E;5;22;1002;II;JJ;3
A332;E;5;8;171;II;JJ;1
B77W;E;5;2;1215;II;JJ;3
B734;C;5;6;59;DD;AA;1
B77W;E;5;15;586;II;JJ;3
A332;E;6;8;159;II;JJ;1
A346;E;6;15;551;II;JJ;3
B738;C;6;12;368;II;JJ;3
A321;C;6;7;93;DD;JJ;1
B76W;D;6;9;208;ID;JJ;1
B738;C;6;6;42;DD;JJ;1
A320;C;6;8;162;DD;JJ;1
A321;C;6;10;277;DD;JJ;2
B76W;D;6;7;75;DD;FF;1
A321;C;6;8;132;DD;JJ;1
A321;C;6;8;140;DD;JJ;1
A320;C;6;7;54;DD;JJ;1
B738;C;6;8;77;DD;JJ;1
A320;C;6;8;124;DD;JJ;1
B737;C;6;7;62;DD;JJ;1
B738;C;6;7;57;DD;JJ;1
A319;C;6;9;150;DD;JJ;1
A320;C;6;8;73;DD;JJ;1
A320;C;6;8;76;DD;JJ;1
AT72;C;7;7;43;DD;JJ;1
A332;E;7;23;1002;II;GJ;3
B737;C;7;7;40;DD;JJ;1
A320;C;7;9;113;DD;JJ;1
AT72;C;7;8;52;DD;JJ;1
B737;C;7;8;49;DD;JJ;1
A320;C;7;9;119;DD;JJ;1
B738;C;7;8;51;DI;GJ;1
B738;C;7;8;68;DD;JJ;1
A320;C;7;8;49;DD;JJ;1
B738;C;7;9;105;DD;JJ;1
A320;C;7;8;62;DD;JJ;1
A321;C;7;9;100;DD;JJ;1
B76W;D;8;9;60;II;FF;1
E190;C;8;8;43;DD;JJ;1
B764;D;8;22;835;II;JJ;3
E190;C;8;9;51;DD;JJ;1
A320;C;8;10;150;ID;JJ;1
E190;C;8;8;35;DD;JJ;1
B738;C;8;9;45;DD;JJ;1
B738;C;8;9;54;DD;JJ;1
B738;C;8;9;55;DD;JJ;1
B76W;D;8;0;932;II;JJ;3
AT72;C;8;9;34;DD;JJ;1
B737;C;8;9;57;DD;JJ;1
B737;C;8;9;59;DD;JJ;1
A320;C;9;9;40;DD;JJ;1
B738;C;9;10;68;DD;JJ;1
A321;C;9;11;159;DD;JJ;1
B738;C;9;10;103;DD;JJ;1
E190;C;9;9;46;DD;JJ;1
B772;E;9;11;127;II;JJ;1
B737;C;9;10;48;DD;JJ;1
E190;C;9;9;39;DD;JJ;1
B738;C;9;11;116;DI;JJ;1
B738;C;9;10;56;II;JJ;1
B738;C;9;10;54;DD;JJ;1
B738;C;9;10;58;DD;JJ;1
B737;C;9;11;81;DD;JJ;1
B737;C;9;10;43;II;JJ;1
B738;C;9;10;66;DD;JJ;1
A321;C;9;11;76;DD;JJ;1
A320;C;9;11;84;II;JJ;1
E190;C;9;10;40;DD;JJ;1
E190;C;9;10;34;DD;JJ;1
B737;C;9;10;56;DD;JJ;1
A320;C;10;11;75;DD;JJ;1
B738;C;10;11;69;II;JJ;1
A320;C;10;11;65;II;JJ;1
A320;C;10;11;105;DD;JJ;1
B738;C;10;11;72;DD;JJ;1
A321;C;10;12;118;DD;JJ;1
A320;C;10;11;54;DD;JJ;1
A320;C;10;11;92;DD;JJ;1
A321;C;10;12;134;DD;JJ;1
B738;C;10;11;40;DD;JJ;1
B763;D;10;21;672;II;JJ;3
E190;C;10;11;31;DD;JJ;1
AT72;C;10;11;26;DD;JJ;1
B738;C;10;11;56;DD;JG;1
A320;C;10;11;40;DD;JJ;1
A318;C;10;12;84;DD;JJ;1
B738;C;10;11;44;DI;JJ;1
A320;C;10;12;89;DD;JJ;1
B737;C;10;11;65;DD;JJ;1
B772;E;10;23;760;II;JJ;3
A321;C;11;13;150;DD;JJ;1
E190;C;11;11;29;DD;JJ;1
A320;C;11;11;40;DD;JJ;1
A320;C;11;13;117;II;JJ;1
B738;C;11;12;49;DD;JJ;1
B737;C;11;12;56;DI;JJ;1
A318;C;11;12;74;DD;JJ;1
E190;C;11;11;39;DD;JJ;1
B738;C;11;12;73;DI;JJ;1
E190;C;11;12;62;DD;JJ;1
B738;C;11;13;95;ID;JJ;1
A321;C;11;13;99;DD;JJ;1
A320;C;11;14;190;DD;JJ;1
B738;C;11;12;57;DD;JJ;1
AT72;C;11;12;27;DD;JJ;1
A321;C;11;16;279;DD;JJ;1
A320;C;11;14;145;DD;JJ;1
E190;C;11;13;84;DD;JJ;1
AT72;C;11;12;34;DD;JJ;1
A320;C;11;13;65;DD;JJ;1
A320;C;12;13;72;DD;JJ;1
A320;C;12;13;58;DD;JJ;1
A320;C;12;13;52;DD;JJ;1
B738;C;12;13;59;DI;JJ;1
A321;C;12;14;117;DD;JJ;1
B738;C;12;13;56;DD;JJ;1
B738;C;12;14;93;DD;JJ;1
A319;C;12;16;240;DD;JJ;1
B738;C;13;13;50;DD;YS;1
B737;C;13;13;40;DD;JJ;1
B788;E;13;17;236;II;JJ;1
A320;C;13;15;132;DD;JJ;1
A320;C;13;13;47;DD;JJ;1
A320;C;13;13;44;DD;JJ;1
B722;C;13;14;77;DD;AA;1
B738;C;13;14;38;DD;JJ;1
B738;C;13;14;80;DD;JJ;1
E190;C;13;14;44;II;JJ;1
A321;C;13;15;137;DD;JJ;1
A320;C;13;15;130;DD;JJ;1
E190;C;13;14;41;DD;JJ;1
A320;C;13;15;124;DD;JJ;1
B738;C;13;14;44;DD;JJ;1
E190;C;13;14;50;DD;JJ;1
B738;C;13;14;43;DD;JJ;1
F100;C;13;14;53;DD;JJ;1
AT72;C;14;14;47;DD;JJ;1
A320;C;14;17;219;II;JJ;1
B738;C;14;15;62;DD;JJ;1
A320;C;14;14;46;DD;JJ;1
A320;C;14;17;164;DD;JJ;1
E190;C;14;16;99;DD;JJ;1
AT72;C;14;14;27;DD;JJ;1
A321;C;14;16;121;DD;JJ;1
A320;C;14;15;72;DD;JJ;1
A318;C;14;15;53;DD;JJ;1
B737;C;14;15;49;DD;JJ;1
B738;C;14;15;51;ID;JJ;1
A320;C;14;15;52;DD;JJ;1
B738;C;14;17;167;DD;JJ;1
B738;C;15;16;100;DD;JJ;1
B733;C;15;15;43;II;JJ;1
B737;C;15;16;66;DD;JJ;1
E190;C;15;15;34;DD;JJ;1
B738;C;15;15;40;DD;JG;1
E190;C;15;15;32;DD;JJ;1
A320;C;15;16;49;II;JJ;1
B737;C;15;16;41;DD;JJ;1
B738;C;15;16;58;DD;JJ;1
B737;C;15;16;68;DD;JJ;1
A320;C;15;19;270;DD;JJ;1
A320;C;15;16;62;DD;JJ;1
B738;C;15;16;69;DD;JJ;1
B738;C;15;16;63;DD;JJ;1
B737;C;15;16;61;DD;JJ;1
A320;C;15;17;93;DD;JJ;1
A320;C;15;19;194;DD;JJ;1
B737;C;15;17;83;DD;JJ;1
B738;C;15;16;65;DD;JJ;1
AT72;C;15;16;23;DD;JJ;1
B737;C;15;17;87;DD;JJ;1
A320;C;15;17;89;DD;JJ;1
B773;E;16;0;498;II;JJ;3
B76W;D;16;19;212;II;JJ;1
A320;C;16;17;55;DD;JJ;1
B738;C;16;17;70;DD;JJ;1
B738;C;16;17;74;ID;JJ;1
A321;C;16;17;57;DD;JJ;1
A320;C;16;17;88;DD;JJ;1
B77L;E;16;17;92;II;JJ;1
E190;C;16;16;27;DD;JJ;1
A318;C;16;17;62;DD;JJ;1
A321;C;16;19;163;DD;JJ;1
B738;C;16;17;62;DD;JJ;1
B738;C;16;17;58;DD;JJ;1
A320;C;16;17;66;II;JJ;1
A318;C;16;17;42;DD;JJ;1
E190;C;16;17;36;DD;JJ;1
B76W;D;16;18;79;DD;FF;1
B738;C;16;18;99;DD;JG;1
A320;C;16;17;69;DD;JJ;1
E190;C;16;17;52;DD;JJ;1
A321;C;16;17;56;DD;JJ;1
A320;C;16;18;70;DD;JJ;1
A320;C;16;17;43;DD;JJ;1
A321;C;17;18;75;DD;JJ;1
B77W;E;17;19;145;II;JJ;1
A332;E;17;18;93;II;JJ;1
A320;C;17;17;43;DD;JJ;1
B77W;E;17;18;84;II;JJ;1
A332;E;17;18;87;DI;FA;1
A321;C;17;19;122;DD;JJ;1
AT72;C;17;17;30;DD;JJ;1
B737;C;17;19;129;DD;JG;1
B737;C;17;18;49;DD;JJ;1
B772;E;17;19;104;II;JJ;1
B738;C;17;18;57;II;JJ;1
A319;C;17;19;102;II;JJ;1
B738;C;17;18;78;DD;JJ;1
A320;C;17;18;65;II;JJ;1
E190;C;17;18;64;DD;JJ;1
B738;C;17;18;67;ID;JJ;1
E190;C;17;18;44;DD;JJ;1
A321;C;17;20;150;DD;JJ;1
B738;C;18;20;143;ID;JJ;1
E190;C;18;18;39;DD;JJ;1
B738;C;18;19;86;DD;JJ;1
B737;C;18;19;65;DD;JJ;1
B738;C;18;19;76;DD;JG;1
AT72;C;18;19;43;DD;JJ;1
A321;C;18;22;267;DD;JJ;1
A321;C;18;20;99;DD;JJ;1
E190;C;18;19;38;DD;SJ;1
B738;C;18;19;81;DD;JJ;1
A321;C;18;20;95;DD;JJ;1
E190;C;18;19;41;DD;JJ;1
B737;C;18;19;62;DD;JJ;1
A320;C;18;20;112;DD;JJ;1
A320;C;18;19;73;DD;JJ;1
B737;C;18;19;69;ID;JJ;1
A320;C;18;19;44;DD;JJ;1
B763;D;18;23;260;II;JJ;1
B76W;D;18;21;139;II;JJ;1
A320;C;19;20;97;II;JJ;1
B738;C;19;20;101;DD;JJ;1
B738;C;19;21;111;II;JJ;1
B738;C;19;20;63;DD;JJ;1
B738;C;19;20;71;ID;JJ;1
A321;C;19;22;187;DD;JJ;1
B738;C;19;21;109;DI;GJ;1
B738;C;19;21;115;DD;JG;1
A320;C;19;20;54;DD;JJ;1
B77W;E;19;21;124;II;JJ;1
B738;C;19;20;67;DD;JJ;1
E190;C;19;20;49;DD;JJ;1
B738;C;19;20;67;DD;JJ;1
B77W;E;19;0;272;II;JJ;1
A319;C;19;0;301;DD;JJ;1
AT72;C;19;20;37;DD;JJ;1
B738;C;19;21;119;DD;JJ;1
B737;C;19;20;57;DD;JJ;1
A321;C;19;23;209;DD;JJ;1
A321;C;19;22;135;DD;JJ;1
A332;E;19;21;1553;II;JJ;2
B76W;D;20;21;116;II;JJ;1
B738;C;20;22;135;DD;JJ;1
AT72;C;20;20;49;DD;JJ;1
A320;C;20;23;215;DD;JJ;1
A320;C;20;22;152;DD;JJ;1
B738;C;20;21;52;DD;JJ;1
E190;C;20;21;34;DD;JJ;1
E190;C;20;21;47;DD;JJ;1
A320;C;20;22;103;II;JJ;1
B737;C;20;21;43;DD;JJ;1
E190;C;20;21;56;DD;JJ;1
B76W;D;20;23;164;II;JJ;1
A320;C;20;21;59;II;JJ;1
B738;C;20;22;88;DI;JJ;1
B737;C;20;22;100;DD;JJ;1
B77W;E;20;23;145;II;JJ;1
A320;C;20;21;51;DD;JJ;1
A320;C;20;23;160;DD;JJ;1
B738;C;20;1;290;II;JJ;1
B76W;D;20;9;771;DD;JJ;1
E190;C;21;21;32;DD;JJ;1
A320;C;21;22;82;DD;JG;1
A318;C;21;23;127;DD;YS;1
A320;C;21;23;143;DD;JJ;1
A332;E;21;22;86;II;JJ;1
A320;C;21;22;69;DD;JJ;1
A320;C;21;23;138;DD;JJ;1
A321;C;21;6;565;DD;JJ;1
B738;C;21;22;60;DD;JJ;1
A320;C;21;22;52;DD;JJ;1
B738;C;21;6;530;DD;GJ;2
A321;C;21;0;175;DD;JJ;1
A320;C;21;5;472;II;JJ;2
B738;C;21;22;61;DD;YJ;1
A321;C;21;23;98;DD;JJ;1
A320;C;21;23;112;DD;JJ;1
B738;C;21;22;50;DD;JJ;1
AT72;C;21;22;32;DD;JG;1
B738;C;21;22;54;DD;JG;1
A320;C;21;23;95;II;JJ;1
A320;C;22;22;51;DD;JJ;1
B77W;E;22;23;97;II;JJ;1
A321;C;22;8;639;DD;JJ;1
A320;C;22;23;93;DD;JJ;1
E190;C;22;23;83;DD;JJ;1
AT72;C;22;22;29;DD;GJ;1
B738;C;22;23;75;DD;JJ;1
A321;C;22;23;76;DD;JJ;1
B737;C;22;7;554;II;JJ;1
B738;C;22;23;66;DD;JJ;1
B737;C;22;23;65;DD;JG;1
B738;C;22;0;86;DD;JJ;1
A320;C;22;3;315;II;JJ;1
A320;C;22;5;419;DD;JJ;1
E190;C;22;0;88;DD;JJ;1
B738;C;22;1;142;DI;JJ;1
E190;C;23;0;90;DD;JJ;1
A318;C;23;6;441;DD;JJ;1
B737;C;23;0;52;DD;JJ;1
A320;C;23;0;61;DD;JG;1
AT72;C;23;8;576;DD;JJ;1
AT72;C;23;0;53;DD;JJ;1
B738;C;23;0;49;DD;JJ;1
A321;C;23;18;1134;DD;JJ;2
A320;C;23;8;549;DD;JJ;2
A319;C;23;1;108;II;JJ;1
B737;C;23;0;68;DD;JJ;1
A320;C;23;7;452;DD;JJ;1
E190;C;23;7;465;DD;JJ;3
A320;C;23;6;405;DD;JJ;1
A321;C;23;3;197;DD;JJ;2
B738;C;23;1;76;DD;JJ;1
A320;C;0;2;169;DD;JJ;1
B738;C;0;1;50;DD;JJ;1
B738;C;0;7;416;DD;GJ;1
A319;C;0;9;528;DD;YJ;1
B734;C;0;5;282;DD;AA;1
A320;C;0;8;466;II;JJ;2
A320;C;0;6;378;DD;JJ;2
B722;C;0;4;230;DD;MM;1
B76W;D;0;4;237;DD;MM;1
A319;C;0;6;363;DD;YS;2
B734;C;0;2;86;DD;AA;1
B734;C;0;5;287;DD;AA;1
B738;C;0;6;371;ID;JJ;2
B722;C;0;4;227;DD;MM;1
B734;C;0;2;110;DD;AA;1
B737;C;0;6;309;DD;YJ;1
A320;C;0;7;414;II;JJ;1
B734;C;0;3;165;DD;AA;1
B738;C;1;5;264;II;JJ;1
B733;C;1;2;103;DD;AA;1
E190;C;1;6;341;DD;JJ;2
B722;C;1;4;185;DD;MM;1
B77W;E;1;2;95;II;JJ;1
B734;C;1;4;211;DD;AA;1
A318;C;1;5;219;DD;JJ;1
B77L;E;1;2;78;II;JJ;1
E190;C;1;6;293;DD;JJ;1
AT72;C;1;4;159;DD;FF;1
A321;C;1;6;321;DD;JJ;1
B722;C;2;5;134;DD;MM;1
A320;C;2;3;43;DD;YJ;1
A321;C;3;8;309;DD;JJ;1
B722;C;3;5;81;DD;AA;1
A320;C;4;5;49;DD;JS;1
B76W;D;4;8;217;II;JJ;1
A320;C;4;7;160;II;JJ;1
B77W;E;4;7;189;II;JJ;1
A332;E;4;8;226;II;JJ;2
A332;E;4;5;62;II;JJ;1
B76W;D;4;6;81;DD;FF;1
A332;E;5;14;548;II;JJ;3
B772;E;5;15;597;II;JJ;3
B744;E;5;16;657;II;JJ;3
B77W;E;5;10;346;II;JJ;2
B763;D;5;14;567;II;JJ;3
B738;C;5;6;48;ID;JJ;1
B77W;E;5;0;1134;II;JJ;3
B738;C;5;6;58;DD;JJ;1
A321;C;5;6;86;DD;JJ;1
A343;E;5;15;599;II;JJ;3
B77W;E;5;22;1026;II;JJ;3
A346;E;5;16;671;II;JJ;3
B738;C;5;7;89;DD;JJ;1
A332;E;5;8;162;II;JJ;1
E190;C;5;6;70;DD;JJ;1
E190;C;5;7;81;DD;JJ;1
B738;C;5;7;133;DD;JJ;1
A345;E;5;14;550;II;JJ;3
B734;C;6;6;48;DD;AA;1
A320;C;6;7;78;DD;JJ;1
B738;C;6;7;104;DD;JJ;1
B77W;E;6;15;567;II;JJ;3
B738;C;6;7;55;DD;JJ;1
A320;C;6;8;157;DD;JJ;1
A332;E;6;11;307;II;JJ;2
B738;C;6;12;350;II;JJ;3
A321;C;6;8;126;DD;JJ;1
A320;C;6;7;59;DD;JJ;1
A321;C;6;9;178;DD;JJ;1
A320;C;6;9;172;DD;JJ;1
B738;C;6;8;109;ID;JJ;1
B738;C;6;7;49;DD;JJ;1
